users,text
VofL,@realDonaldTrump You have no Healthcare plan! 😂🤣😅
comedy4life,@realDonaldTrump The word FREE isn't be spoken by the GATES FOUNDATION- (note to self)
JaniceStClair4,"@realDonaldTrump @TrumpWarRoom You only have allegiance to yourself,, Mr.."
beng12ramos,RT @nogg_the: @realDonaldTrump https://t.co/V8IkRWj2BQ
carolelucky,"@realDonaldTrump Have you not been in power for 4 years, you have not submitted a plan, just sow destruction, right… https://t.co/8IhphGIeF9"
Mbdevolldd,@realDonaldTrump doesn't care or take any responsibility. https://t.co/v43DrbuxZb
ElbaSaavedra3,RT @scientificrealm: @realDonaldTrump https://t.co/NhHsSKeSci
donnaje07071945,RT @scientificrealm: @realDonaldTrump https://t.co/FbcHSFe6GK
radiokaos666,"@realDonaldTrump Don't boo, VOTE.    We all know trump is talking nonsense. https://t.co/7B47l1h8Bp"
DaredevilofUS,"@realDonaldTrump VOTE HIM OUT, GEORGIA!!!"
fibernating,@realDonaldTrump https://t.co/Lq6yt7aGxZ
RGIBBSR,"@realDonaldTrump THEY ARE VOTING BLUE BY THE DROVES IN GEORGIA, IN OTHERWORDS-  SHIT LOADS OF POC ARE VOTING YOU OUT."
mrdbcarroll,"@realDonaldTrump #LyingTrump you told us the virus was a hoax, no more dangerous than the common flu and is complet… https://t.co/178ZIFOhfd"
TroyHornberger1,RT @pupulism: @realDonaldTrump #DumpTrumpDayNov3 #DitchMoscowMitch https://t.co/MWjGHQ3F3W
escribanonavas,"RT @UROCKlive1: @realDonaldTrump Once again @BotSentinel kindly points out the president is lying.  He has no healthcare plan, and no inten…"
mamafran1956,@realDonaldTrump You had 3 1/2 years to make America great again and you’ve failed miserably...
CoutureTopics,@realDonaldTrump If you shut down or whatever science says kill the virus in 30-60 days and open up so we can LIVE… https://t.co/rm45FeyYss
wildwillie13,@realDonaldTrump @JohnCornyn We see you...#VoteThemOut https://t.co/cGin3PcMgI
LibSasquatch,"RT @glamelegance: @realDonaldTrump Donald Trump paid $715.00 in federal income tax, while writing off $70K for “hair styling.” He is taking…"
anjohne09,@realDonaldTrump  🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 https://t.co/uCHeWnM7Wx
BetsySueParker1,@realDonaldTrump @foxandfriends My whole family is voting for YOU 12 Votes Plus All my friends
StacyMHarvey,RT @TheBaxterBean: @realDonaldTrump https://t.co/eqVqz5ZBTf
EMTA67,@realDonaldTrump so show us.
geeceevee,"@realDonaldTrump   Pack your bags sunshine, you'll be moving out the White House soon! https://t.co/amfCotPQ12"
kewhi_83,@realDonaldTrump Trust us. We are all collectively apologizing for America every single day that you're in office.
JohnGAcosta1,@realDonaldTrump #ACB agrees NO ONE IS ABOVE THE LAW!!!
thefreebachelor,@realDonaldTrump You should take this advice:  https://t.co/7zvJ1lfqXm
LafayetteSurfer,@realDonaldTrump you’re the friggin PRESIDENT. Grow the hell up. https://t.co/IcnRFH8CBQ
leemcgolf,@realDonaldTrump Vote Biden!
JohnCornfield6,@realDonaldTrump The most idiotic words ever put to paper. Interpretation is even more ludicrous. If you are such a… https://t.co/2MLlj4liix
emac58812981,"RT @smc429: @realDonaldTrump I'd rather be ""Sleepy Joe"" than Cokey Don! https://t.co/vYLIKUIb7p"
noname_kora,@realDonaldTrump You’re 74
tessasmarty,@realDonaldTrump Cheating isn't going to work this time #TheGOPisCorrupt #BidenHarrisToSaveAmerica #TrumpsAmericaSucks #VoteHimOut2020 #vote
Ec773312,@realDonaldTrump https://t.co/OT5SY4tRnu
JanetKross,@realDonaldTrump That sounds more like republican fraud??
mayhapb4,RT @FezziwigThePug: @realDonaldTrump Nice way to appeal to senior voters...
BujaBrenda,RT @HKrassenstein: @realDonaldTrump Political parties are not allowed to act as ballot harvesters.  What is so hard to understand about thi…
CynthiaMHawk,RT @redwitch497: @realDonaldTrump If China is such an enemy why does Ivanka hold so many Chinese trademarks?
Caleb15040123,RT @itsJeffTiedrich: @realDonaldTrump imagine being this proud of being this childish
gardenmisfits,RT @SandHillInsight: @realDonaldTrump https://t.co/uCcLOXYM7m
chuckbradshaw31,@realDonaldTrump trumps imaginary plan.
MikeBuenos,@realDonaldTrump Trump called the military losers and suckers and is a draft dodger. Why would anyone in the milita… https://t.co/ro40wCFGUd
JoeLesh4,"@realDonaldTrump What a big ass child you are, I’m so embarrassed that I actually know people that like you!"
Nonni2HG,@realDonaldTrump You’re mistaken. He’s one of the devil’s evilest warriors.
MamaBeth6729,RT @scientificrealm: @realDonaldTrump https://t.co/Ertxfb7IXJ
joemw1643,@realDonaldTrump JUST LIKE YOU WERE GOING TO STOP BIG PHARMA YOU HAVE CHANGED NOTHING ALL YOU HAVE DONE IS MAKE THE… https://t.co/qXDAYXF9me
mamajanet6,RT @therealscapper: @realDonaldTrump Taking advantage of a system. Imagine that!!! . https://t.co/GtfnR6Gfgq
MMennola,@realDonaldTrump https://t.co/6aw0zxlP1b
tlfalcohere,@realDonaldTrump Watch Biden’s town hall.  Give Biden TV Ratings for His Televised Town Hall  that Trump can only T… https://t.co/MhtYW7WMQ6
nothingsright71,@realDonaldTrump Vets do not for bone spur guys
janwaspi,RT @HKrassenstein: @realDonaldTrump So what you are saying that that just anyone should be able to collect mail-in ballots and say that the…
Mon_El21,"@realDonaldTrump Shut the fuck up,你不提中国就会死啊"
LarryWh68263469,@realDonaldTrump 🙂👍
ConradHarms,"@realDonaldTrump You keep lowering the bar for civility, EVERY time you tweet, or open your mouth. You 🤡"
CathieLeland1,@realDonaldTrump Spread Covid to your voters!!  Not the smartest move but one I like.  Fewer votes for You!
757OVVA,@realDonaldTrump @POTUS @OANN You mean black and brown people right? That’s the radical left to you.
MakerHamburger,"@realDonaldTrump He is a liar, 215,000 dead AMERICANS can attest to that.  He received medical treatments that nobo… https://t.co/G3b8jNlp3I"
flatrock74,RT @TStrapkovic: @realDonaldTrump You have had 4 years and you got nothing. People are not stupid unless they are wearing a MAGA hat https:…
UlmPamela,"@realDonaldTrump @SpeakerPelosi Why now? Trying to buy votes, are you? won’t work!"
DiegoMa01519991,@realDonaldTrump @EveningEdit @FoxNews No they do not.
FreyaDavidson7,@realDonaldTrump @POTUS Domestic terrorism is caused mostly by the radical right.
LadyKenai,@realDonaldTrump two weeks from now?  you run out of lies to tell?  your time will be up in   DAYS 19  HOURS 15  MI… https://t.co/DUweqVQGC0
Akinsman1,@realDonaldTrump You’ve had 4 years liar!
KelleyVincent88,@realDonaldTrump https://t.co/EZyxOI1qZL
ErrantKnight3,@realDonaldTrump https://t.co/EOWMxZKuil
glueman16803,"RT @MarkoSilberhand: @realDonaldTrump @USNavy Hey #CadetBoneSpurs,  we haven`t forgotten . . .     #NavyBirthday #Navy245 #VoteHimOut https…"
MaskduJ,@realDonaldTrump You've done a great job in Georgia with the Trump virus. Ivanka should start selling some of her t… https://t.co/FGhGRhlAEn
BujaBrenda,RT @HKrassenstein: @realDonaldTrump So what you are saying that that just anyone should be able to collect mail-in ballots and say that the…
Ernesto01451141,@realDonaldTrump Georgia go vote. Vote blue!!!!!!!!
OrlandoAnsel,@realDonaldTrump 60 year olds beefing 💀👀😂
blue_midwest,"@realDonaldTrump Even if you retweet this crap 100 times, it won't make it true."
jcpullano,@realDonaldTrump https://t.co/tlJeQ8XinZ
Crystal_Jag,"RT @HKrassenstein: @realDonaldTrump I guess this means that since you didn’t sue your 22+ accusers, you are guilty as accused."
lluttig,@realDonaldTrump When?
DaredevilofUS,"@realDonaldTrump VOTE TRUMP OUT!!! He calls our dead patriot soldiers ""suckers and losers""! And McCain not a hero b… https://t.co/ZWMIA7wUsg"
Trudyjo0816,"RT @RussOnPolitics: @realDonaldTrump I guess this needs to repeated every single day, but Republicans are literally in the Supreme Court ri…"
Eggys0ul,RT @itbetwittybird: @realDonaldTrump @FoxNews Rupert Murdoch is a NWO Parasite and FOX is controlled opposition. Those NWO Parasites always…
getwisdom1,@realDonaldTrump I am for America and I am for Trump!
tlfalcohere,@realDonaldTrump Watch Biden’s town hall.  Give Biden TV Ratings for His Televised Town Hall  that Trump can only T… https://t.co/kcGLgi0r1d
Gary4Murica,@realDonaldTrump So the answer to supposed fraud is to commit fraud? Makes sense. 🤷‍♂️
Sara702Sala,RT @eainsaunt: @realDonaldTrump It was bullshit four years ago and it’s bullshit now. #TrumpGraveDancer https://t.co/aminr8hIfY
JethroMom,@realDonaldTrump https://t.co/whZx0yFfRQ
ARKANGELMichae,@realDonaldTrump Don't listen to Donald Trump he's scared of having a debate with Biden😆 he didn't want to face the… https://t.co/OWJMTAuHf8
rvblack9,"@realDonaldTrump You had four years, still waiting."
MiloBekin,"@realDonaldTrump You are circling the drain faster and faster and soon you will be gone. And then, Biden with rever… https://t.co/HIN13H95m8"
FredyHuman,@realDonaldTrump OOPS - TOO LATE. #VoteBiden
devilsr2020,RT @HKrassenstein: @realDonaldTrump If you really meant this you would be able to show us a real plan.  You had 4 years and you have not ev…
eshel52,@realDonaldTrump I’m curious as to how many of our military and vets have died from covid because of your ineptness… https://t.co/4tflNfSYXa
WutzerFayce,"RT @notuggs: @realDonaldTrump  What a cheating, frightened asshole you are. No one will watch your bullshit town hall. Did NBC let you pick…"
BradIsTheShT,"@realDonaldTrump How are you going to save it? How about deregulation or #repealthenfa , removing power from the na… https://t.co/vgVhF8cD9z"
JaelReyna,@realDonaldTrump @POTUS You have had 4 years. Where is the plan? https://t.co/cihvdc0dRr
Ec773312,@realDonaldTrump https://t.co/mOa70ZMiDQ
Raqsayingthings,@realDonaldTrump We should drug test you!
BillyMcPherson7,@realDonaldTrump Resign
unojen_wood,RT @HKrassenstein: @realDonaldTrump Political parties are not allowed to act as ballot harvesters.  What is so hard to understand about thi…
jimlynch48,@realDonaldTrump If Trump wins America loses.  Most incompetent and corrupt person to ever live in the White House
kim_meller,@realDonaldTrump PA FOR BIDEN!!! #BidenHarrisToSaveAmerica
roneltron34,"RT @AnnieGabstonH: @realDonaldTrump Those long lines, full of Democrats, are a beautiful sight, aren't they Donald?  Looks like we're gonna…"
holyholy_God,@realDonaldTrump 우리 주님께서 오십니다. 메시아께서 오십니다.  회개와거룩함사역회 #GlobalMidweekWord https://t.co/ry9HPenqwF
tlfalcohere,@realDonaldTrump Watch Biden’s town hall.  Give Biden TV Ratings for His Televised Town Hall  that Trump can only T… https://t.co/iZMAVutr5P
droptopwoppp,@realDonaldTrump Aii fine this one funny
hgthomas1,RT @ScottPresler: @realDonaldTrump We have until October 19th to register new voters in Pennsylvania.   We win PA &amp; Donald Trump is re-elec…
verna_js,@realDonaldTrump https://t.co/r3RmaHzM8J
JesyDevastated,@realDonaldTrump KKKKKKKKKKK ALA O JOVEM DE 23 ANOS AIai
jerryjr9615,@realDonaldTrump yes absolutely get out and vote for Biden. end this shitstorm. end trumps reign of terror
RyleeIsSleepy,@realDonaldTrump Too late
zsmokeyz,@realDonaldTrump Let me guess in a couple of weeks?  #TrumpIsALaughingStock https://t.co/40mjU09V5t
For_Quick_Sex,@realDonaldTrump @DonaldJTrumpJr @EricTrump @StateDept   @DeptofDefense https://t.co/UQr3hpDlbA
Imhisnonna,RT @onlytruthhere: @realDonaldTrump https://t.co/kd5lxxbW9a
unojen_wood,RT @HKrassenstein: @realDonaldTrump So what you are saying that that just anyone should be able to collect mail-in ballots and say that the…
N0TN3B,@realDonaldTrump I’m not political or anything but what if Biden wins and makes America worse? What if Trump wins a… https://t.co/AAdiiO2s1l
DavidG55036039,@realDonaldTrump All crooks! The lot of them! Trump and his personal republicans!
DogManAnt,"@realDonaldTrump Did you read this? And by ""read"" I mean have someone around you read it to you  https://t.co/Sf6GL32hsO"
JethroMom,@realDonaldTrump https://t.co/wbIUuuvsgP
DCharltn,RT @funder: @realDonaldTrump Vote Biden. Period.
vtskywalker,@realDonaldTrump suck my piroca desgraçado
denise20647103,@realDonaldTrump Strong and any Trump is the same tweet....just a tweet.
Took1ForTheTeam,"RT @smc429: @realDonaldTrump I'd rather be ""Sleepy Joe"" than Cokey Don! https://t.co/vYLIKUIb7p"
DiamondHatter,@realDonaldTrump @MKFFC 😂😂
FlokiHades,"RT @AyaziKamran: @realDonaldTrump With all due respect, Sir this should have been done long time ago. We the people of Iran have been beggi…"
KelleyVincent88,@realDonaldTrump https://t.co/gK8PlQILVy
bstnky1,@realDonaldTrump make america great again and resign
guccitennishces,@realDonaldTrump SHUT UP ARIANA'S RELEASING THIS MONTH
isopodsrcute,@realDonaldTrump https://t.co/cKuLttRhJE
Ec773312,@realDonaldTrump https://t.co/vSncUe3S72
rgreen12345,"RT @RepsForBiden: @realDonaldTrump Wait, i thought you were supposed to MAKE AMERICA GREAT AGAIN 4 years ago? #RepublicansForBiden"
tlfalcohere,@realDonaldTrump Watch Biden’s town hall.  Give Biden TV Ratings for His Televised Town Hall  that Trump can only T… https://t.co/jpr88iL3AX
BahramSasani,"@realDonaldTrump Viva Mr. President Trump, you are the very BEST and a Gentleman. 👍 🌹 You are a HERO  Mr. President… https://t.co/PAbZ8AO2Jq"
headcase715,@realDonaldTrump WE ARE AND YOU WON'T LIKE THE RESULTS.  HAHAHAHAHA
logyideal,@realDonaldTrump TRUMPVIRUS
CaraNicAine,RT @judgeyourself99: @realDonaldTrump Lmfao https://t.co/gWReCMWQTe
DaveAustin58,@realDonaldTrump You spelled Jonestown wrong...
PalMadden1,@realDonaldTrump https://t.co/0u8oZZoQqg
pjsecluded,@realDonaldTrump You love veterans? Then why did you propose this right after you got into office? You only backed… https://t.co/CM3SQOcHi9
TheDanLovingood,RT @Out5p0ken: @realDonaldTrump Trump is literally the worst jobs president as in a loss like his businesses. https://t.co/O1ukdLIS2J
motorbear1916,@realDonaldTrump No...
Pacoluismonta9a,RT @Pacoluismonta9a: @realDonaldTrump @FLOTUS Boo-fucking-hoo.  This is karma at its best.
gnasher279,@realDonaldTrump By voting for your opponent.
mokshah92020,"@realDonaldTrump quicquid delirant reges, plectuntur Achivi"
unojen_wood,RT @itsJeffTiedrich: @realDonaldTrump it's just our increasingly-erratic drugged-to-the-gills president of the united states promoting vote…
nothingsright71,@realDonaldTrump https://t.co/fTY24w2XJL
mayhapb4,RT @davidmweissman: @realDonaldTrump I shouldn’t be embarrassed by your antics ever since I’ve stopped supporting you but here we are. http…
Frolix9,"@realDonaldTrump Hey, it's the same fucking nonsense you laid out in 2015-16. Far better, far lower cost... Are eve… https://t.co/6BTsWeiMeG"
carlaghannoum,@realDonaldTrump @farex_kelce
RhiLezBReal,@realDonaldTrump https://t.co/oaTESojWpo
starrylattaes,@realDonaldTrump r u seven? https://t.co/gyjNNBOPY6
healtheworldx,@realDonaldTrump You had 4 years. And nothing now we all know you’re lying https://t.co/onfypCLxrY
trevorbeans718,@realDonaldTrump He's going to blame Healthcare giants for not protecting preexisting conditions but he already kno… https://t.co/bVnJ3cVYHa
trishtra3,"@realDonaldTrump All these voters,waiting hours and hours to vote, say otherwise  😂😂😂!"
FoxnewsTV,@realDonaldTrump FOUR YEARS AND STILL NO HEALTHCARE PLAN.   do Republicans think Americans are this stupid?… https://t.co/c3NXpYFgFN
MarkW48110165,@realDonaldTrump Still confused here in the UK. Didn't you make America great again over the last four years? Becau… https://t.co/92h4D64Dzk
sophredraider,@realDonaldTrump You already have fucker
Eroverse,@realDonaldTrump I'm sure seniors are going to enjoy your mocking of them 🙄
charles62420521,@realDonaldTrump Saying what you think we want to hear without doing anything
TheRichieWilson,"@realDonaldTrump raped a teenager &amp; the National Enquirer did a ""catch and kill"" with the story.  https://t.co/PSc4tH7uBe"
_Maurice,@realDonaldTrump Bye bye 🤡
JanTeegarden,@realDonaldTrump Vote for #BidenHarris2020
Bonnie11720402,@realDonaldTrump LET'S SEE THIS SO CALLED PLAN!!!!!!!!!!!!! WHY DON'T YOU JUST..................   UNTIL JANUARY WH… https://t.co/LDO2BJf1AZ
2019Ir,@realDonaldTrump #Trump2020  #restartleader
coffee_dorky,"@realDonaldTrump Mr. President, if you could please explain your PLAN on how to create better healthcare WITHOUT ta… https://t.co/c5ITpr25M0"
thisguyknows,@realDonaldTrump Name a single detail of your replacement plan and I'll tattoo it on my face.
dioral3x,"@realDonaldTrump Bruh you don’t have the corona, if you have it then your ass should be in bed relaxing. You a clown 😂🤡💀"
Rational_future,RT @onlytruthhere: @realDonaldTrump https://t.co/ugS8j5wioy
tobianderson98,"RT @eugenegu: @realDonaldTrump And they will vote you out, old man."
SilverbergThor,RT @funder: @realDonaldTrump @OANN Read a history book or do a simple google search. Vote Biden.  https://t.co/4skB7jrUzD
JayMoEO,@realDonaldTrump SMDH. I heard that if you tweet offensive childish tweets while laying down that your phone my fal… https://t.co/8xbI1RNsDv
reillykellyj,"@realDonaldTrump I'm telling you,you will never win the popular vote if you don't do something this week!"
0JANETCOOLEY0,@realDonaldTrump @POTUS ✋STOP LIARS VIA PROSECUTION?? FOLKS 😕CONFUSED &amp; BRAINWASHED BY SLICK DECEITFUL😳SOCIALISTS H… https://t.co/ujW4vxbX5k
comatronic,"RT @TonyBled4USA: @realDonaldTrump As the end drew near, Hitler’s doctors injected him daily with cocktails of drugs which made him energet…"
orblueduck,RT @MontyBoa99: @realDonaldTrump More fake accounts pretending to be black Trump supporters have been shut down by Facebook.  They originat…
sandrajfrank,@realDonaldTrump Trump &amp; @GOP have been talking about this great health care plan for 4 years. WHERE IS IT!!
tobianderson98,RT @eugenegu: @realDonaldTrump Seniors vote.
purpleh16558401,@realDonaldTrump Advantage of the system? Wildfires burning. You don’t care. Voter suppression. You don’t care. Dam… https://t.co/fgMxLr5Fgh
amartyanagesha,@realDonaldTrump I swear I’ve never heard anyone say anything this dumb
KathyCl27158724,@realDonaldTrump A- -hole
neeco_tripp,@realDonaldTrump Hmm👇🏿! All the big waving red flags were there &amp; yet some Americans swept it aside &amp; voted this ad… https://t.co/VRYWllWmJa
computerbugg,"RT @MaryaMahtini: @realDonaldTrump Oh, is this the plan coming in two weeks??"
StonerJ15,@realDonaldTrump You've had 4 fucking years   Where's your plan?
tlfalcohere,@realDonaldTrump Watch Biden’s town hall.  Give Biden TV Ratings for His Televised Town Hall  that Trump can only T… https://t.co/mSmMq3uSzR
fusco_esther,"RT @itsJeffTiedrich: @realDonaldTrump you had four years to make America quote-unquote ""great"" and now everything is in pieces. who could h…"
cynoptimist,@realDonaldTrump Too bad he’s a crazed Lunatic. Takes all the wind out of his sails. SAD.
uncarich854,@realDonaldTrump what’s with AG Barr https://t.co/pRqdzl54sF
kewhi_83,@realDonaldTrump That's cute. Tell me more about UV enemas and bleach cocktails as someone holds your hand so you c… https://t.co/2v96Of7IiV
SarahNOSNOW,"RT @JeffreyGuterman: @realDonaldTrump You are Satan, @realDonaldTrump."
shawnhawk2186,@realDonaldTrump But yet you don't have any plan to do this.
Goat_Mannn,@realDonaldTrump China should be paying us the 25 trillion each month for this massive pandemic they caused us
RDuranChamp,"RT @RDuranChamp: @realDonaldTrump Mr. President, according to the EXPLOSIVE BREAKING NEWS, You can dispatch Law Enforcement and have JOE BI…"
FredyHuman,@realDonaldTrump You are coming up as desperate.  Turn-off. #Biden2020 #VoteBiden #USA #BlueTsunami
mrsbooge,@realDonaldTrump Trump doesn't care that he's putting his supporters in danger of contracting a deadly virus. Appar… https://t.co/67Q0lhP3mD
rojaserick_,@realDonaldTrump you can’t say this mf ain’t funny as hell 💀
JoeRomo10,@realDonaldTrump All lies. https://t.co/pLorlS6Rli
ragerbe,"RT @kerstenpr: @realDonaldTrump Dancing on the graves of 215,000 Americans #TrumpGraveDancer https://t.co/GyunNaev5n"
flredhdmom,@realDonaldTrump #VoteBidenHarrisToSaveAmerica2020
Ernesto01451141,@realDonaldTrump I’ll pass
ga_i_frid,@realDonaldTrump being unwilling to participate in a virtual debate and then scheduling a virtual town hall in dire… https://t.co/e9kCOj07kK
MaryToken,@realDonaldTrump https://t.co/tqAJP2lGA3
PilgreenRonnie,RT @scientificrealm: @realDonaldTrump https://t.co/eZk1Ad071G
CLZ68475571,@realDonaldTrump Please keep telling this to the people!  They are being brainwashed by the fake news!
Sara702Sala,"RT @kerstenpr: @realDonaldTrump Dancing on the graves of 215,000 Americans #TrumpGraveDancer https://t.co/GyunNaev5n"
myriamwinner1,@realDonaldTrump WAKE UP AMERICANS SOCIALISM = COMMUNISM= NARCOTERRORISM FAIL FOR 1000 YEARS S.O.S VOTE ONLY… https://t.co/crLFINSGPj
Rational_future,RT @Amy_Siskind: @realDonaldTrump https://t.co/EmsBKWwjKN
Lumiloox,"@realDonaldTrump  FYI, YOU ARE THE LOSER https://t.co/BV2QfHDYUU"
rychemom,@realDonaldTrump is all about ratings. That's why he insists on having a town hall at the same time as @JoeBiden. A… https://t.co/uV20fVvCa5
JeanetteAmodio,RT @MallinenMatti: @realDonaldTrump Pass it on &amp; #Vote! https://t.co/uFzhwMm0ns
LindaWa08696246,@realDonaldTrump #VoteBidenHarris2020
RedNoelW,@realDonaldTrump I hope it’s a big one. Those who are essential should get one. Those who were on unemployment and… https://t.co/XMTR9RbZp4
wendyjaclyn,@realDonaldTrump Nothing found / No evidence by the Justice Dept. regarding Trump’s wild goose chase about the unma… https://t.co/jJbA7lGmxg
NO_MORE_45,@realDonaldTrump #TrumpIsALaughingStock #TrumpIsALoser  #VOTE #VoteEarly #VoteBlueToEndThisNightmare https://t.co/rtKgu6nKWZ
tmorettin,@realDonaldTrump Veterans?!  You called POWs LOSERS!!!  #neverforget #neverleaveamanbehind SMH at your audacity
vakkievvontour,@realDonaldTrump Ppl arent that dumb... rediculous to call that an achievement. You COST 220k Americans their lives… https://t.co/H17Eoi5b3w
hyuckule,@realDonaldTrump so we gon sit here and pretend like this mf aint rebooting at 74 yrs old  pack it up 🦧https://t.co/VKrG0T1GwI
SilverbergThor,RT @JoJoFromJerz: @realDonaldTrump @OANN Remember all the times when you called @ChrisCuomo “Fredo”?  Which you intended as an Italian-Amer…
tlfalcohere,@realDonaldTrump Watch Biden’s town hall.  Give Biden TV Ratings for His Televised Town Hall  that Trump can only T… https://t.co/LI6CKcpTgN
JimBerquist1,@realDonaldTrump By the Neck until DEAD is more then due for a number of  Rat Bastards at hand.  Some in Congress.… https://t.co/AGBxqbww1l
orangutan_f,@realDonaldTrump For 4 years you've been telling us you're going to get rid of A.C.A. actually closer to 5 now. If… https://t.co/0FQbQN0X3B
edsaldana60,@realDonaldTrump https://t.co/s3BArIeR20
Bandk4me,RT @murray_nyc: @realDonaldTrump Fight hard? The GOP in California is engaging in illegal activity (FRAUD) by placing these unofficial ball…
vick922,@realDonaldTrump You are a 7-year old grown old...
Ernesto01451141,@realDonaldTrump No thanks
cherylkdwoods,@realDonaldTrump #VoteBiden
ShanaBanana2020,@realDonaldTrump https://t.co/Hcms7BMfnV
MakingTownsGuy,@realDonaldTrump Reported your fake news. You haven’t shown us a healthcare plan in four years. Two weeks right?
Al61562896,RT @HKrassenstein: @realDonaldTrump If Biden Wins America Wins.  PERIOD.
Ihearttrixie,"@realDonaldTrump In my Florida neighborhood, there are 4 houses supporting you,  and hundreds supporting Joe and Ka… https://t.co/wIaymejWw1"
mayhapb4,RT @Ravi_Ahlawat: @realDonaldTrump Ha 😁 Ha 😂 😂
BarbRESISTS,RT @HarryPotterMAGE: @realDonaldTrump You are an elderly #SuperSpreader who are running to avoid jail. https://t.co/39lY826qB1
wmontgomeryIRE,@realDonaldTrump https://t.co/PZ9IiTQYpr
TheWorl03906984,@realDonaldTrump Trump still trailing with no hope to win. https://t.co/vniAkkE9ea
Xeradox,@realDonaldTrump Vote against (!) #Trump and save your life and the lives of your beloved ones
SilverbergThor,"RT @HKrassenstein: @realDonaldTrump @OANN Christopher Columbus should be remember for who he was, not for who we wish he would have been.…"
LuffyOnAcid,@realDonaldTrump #Trump2020Landslide https://t.co/w0azACq5Ia
thereal_pat13,"RT @notuggs: @realDonaldTrump  What a cheating, frightened asshole you are. No one will watch your bullshit town hall. Did NBC let you pick…"
demirk007,@realDonaldTrump https://t.co/sPaK6TFKhT
chrisserrussell,@realDonaldTrump Vote Biden
anewdawn79,@realDonaldTrump You’ve had 4 years to unveil a plan- fk off
NTrumpanzee,@realDonaldTrump Reported as false election info
StacyMHarvey,RT @HKrassenstein: @realDonaldTrump Political parties are not allowed to act as ballot harvesters.  What is so hard to understand about thi…
CyberTigerFilms,@realDonaldTrump My brother passed away today. He suffered from TBI and depression. He had nobody to talk to becaus… https://t.co/MeHJPm9nVc
SteveFo86377257,@realDonaldTrump @MABoylan2 @BreitbartNews Trump really blew it! This man acted like a president from day one of th… https://t.co/8fthRgb9e3
jennife80278138,@realDonaldTrump You don’t like seniors huh? Keep making fun of them &amp; pushing them away. Thanks!
R_A_Andriola,@realDonaldTrump The US Justice Department should not be any part of a suit over an NDA of which the US Government… https://t.co/Ce9pta8YIt
codfan7132,@realDonaldTrump You have done nothing yo drain the swamp or cut health care matter of fact health care costs are through the roof
pondiale1,@realDonaldTrump You mean you didn't manage to make America great again in your first term?
alexdavidswift,"@realDonaldTrump You had four entire years to share your plan for ""better but also cheaper healthcare"" but so far w… https://t.co/4iexzRnewk"
JohnGledhill15,@realDonaldTrump @CoryBooker Lies
jaimedejesus22,@realDonaldTrump HELL NO!!!!
Burgs1469,@realDonaldTrump Fact Check - Trump is king of the Trolls! 😂😂😂😂😂😂
IAmSunshiyne,@realDonaldTrump @victoria2020123 You made it go to hell 🤡
KathyMa01359246,"@realDonaldTrump executive orders for stimulus now, how long do the american people have to suffer! , just write si… https://t.co/OZKREr5Niz"
not_an_0pinion,"RT @kerstenpr: @realDonaldTrump Dancing on the graves of 215,000 Americans #TrumpGraveDancer https://t.co/GyunNaev5n"
mickday2001,"@realDonaldTrump Meanwhile in Trump's administration ......... In of the richest, most developed countries in the w… https://t.co/v0zPddJPxS"
juan48836478,@realDonaldTrump You all ready did idiot moron pig 🐷 👎🤡🤮😂🤣🤣😂🤣 https://t.co/IzAczzekNY
poetryofliving,"@realDonaldTrump you hate Vets, Military and the constitution... VOTE this 'sucker and loser' out of office… https://t.co/qRMd22YF9P"
LongHa33806217,"@realDonaldTrump The 2nd amendment was designed so that we can protect ourselves. Yet here you are, training your c… https://t.co/ZLMphsP5Ul"
MNewyorican,@realDonaldTrump   Look At This:  https://t.co/jiIz8v8SKz
lads04,RT @TrumpTheBWipe: @realDonaldTrump What a contrast to the gasping mask-less Mussolini on his balcony ... #TrumpIsANationalDisgrace  #Biden…
tbpmom,@realDonaldTrump CHEATING TRAITOR!!!
Rational_future,RT @dvillella: @realDonaldTrump #Vote  #BidenHarris2020 https://t.co/jzqeDl59m2
StacyMHarvey,RT @HKrassenstein: @realDonaldTrump So what you are saying that that just anyone should be able to collect mail-in ballots and say that the…
LolaSATX,@realDonaldTrump @VP @SenTedCruz https://t.co/5PHQ5GI0OI
anne51caligirl,RT @Barbs22U: @realDonaldTrump Mitch and Nancy to be remove Now! Watch this now! Get Nancy out NOW!  @SenateGOP   @SenateDems  @HouseDemocr…
HockeyDad2001,"@realDonaldTrump Virginia, he's lying (again)!"
BobbySlaughte14,@realDonaldTrump Donnie tRump: America will never be “Great Again “ until you are Voted Out! Americans help make us… https://t.co/eoKdFparcA
verna_js,@realDonaldTrump This $135 million a year would have gone a long way to provide healthcare coverage. https://t.co/IOetbRNxgK
tlfalcohere,@realDonaldTrump Watch Biden’s town hall.  Give Biden TV Ratings for His Televised Town Hall  that Trump can only T… https://t.co/6krnjSwE2R
LizzyLinMac,"@realDonaldTrump Oh shit, has is it been two weeks already?"
danahatred,@realDonaldTrump Jesus. Didnt you just make a statement to the media about seniors not being at risk but also being… https://t.co/QFAEncHXpz
tameraavery9,@realDonaldTrump What’s taking you so long?  The great negotiator said you would do it 3 days after you were electe… https://t.co/ufm5K8uzWR
